Date,AdjClose,LogReturn
31/07/1997,3075.699951,0.002082963
01/08/1997,3049.5,-0.008554859
04/08/1997,2992.399902,-0.018901934
05/08/1997,2984.100098,-0.002777482
06/08/1997,3037.100098,0.017604918
07/08/1997,3056.300049,0.006301905
08/08/1997,2996.300049,-0.01982684
11/08/1997,2983.399902,-0.004314653
12/08/1997,2998.600098,0.005081989
13/08/1997,2924,-0.025193004
14/08/1997,2921.800049,-0.00075266
18/08/1997,2870.100098,-0.017852975
19/08/1997,2936.199951,0.022769305
20/08/1997,2979.300049,0.014572178
21/08/1997,2957.199951,-0.007445532
22/08/1997,2904.199951,-0.01808491
25/08/1997,2898.600098,-0.001930053
26/08/1997,2869.300049,-0.010159781
27/08/1997,2871.699951,0.000836057
28/08/1997,2828.399902,-0.015193026
29/08/1997,2770.5,-0.020683337
01/09/1997,2805.800049,0.012660911
02/09/1997,2921.199951,0.040305753
03/09/1997,2918,-0.001096024
04/09/1997,2927,0.003079558
05/09/1997,2924.5,-0.000854482
08/09/1997,2940.899902,0.005592098
09/09/1997,2919.699951,-0.007234769
10/09/1997,2874.600098,-0.015567286
11/09/1997,2843.600098,-0.010842679
12/09/1997,2834.100098,-0.003346428
15/09/1997,2898.600098,0.022503435
16/09/1997,2940.600098,0.01438578
17/09/1997,2944,0.001155525
18/09/1997,2978.399902,0.01161701
19/09/1997,2977.199951,-0.000402966
22/09/1997,3017.5,0.013445429
23/09/1997,2997.199951,-0.006750171
24/09/1997,3023.699951,0.008802728
25/09/1997,3005.399902,-0.006070593
26/09/1997,2985.600098,-0.006609874
29/09/1997,2989,0.001138119
30/09/1997,3008.300049,0.006436268
01/10/1997,3054.899902,0.015371676
02/10/1997,3052.100098,-0.000916917
03/10/1997,3094,0.013634842
06/10/1997,3078,-0.005184717
07/10/1997,3064.399902,-0.004428276
08/10/1997,3024.100098,-0.013238201
09/10/1997,2960.699951,-0.021187848
10/10/1997,2955.100098,-0.001893186
13/10/1997,3002.899902,0.016045932
14/10/1997,3002.5,-0.000133181
15/10/1997,2992.199951,-0.003436388
16/10/1997,2992.899902,0.000233898
17/10/1997,2958,-0.01172942
20/10/1997,2946.699951,-0.003827481
21/10/1997,2989.899902,0.014554026
22/10/1997,2958.100098,-0.010692706
23/10/1997,2856.899902,-0.034810117
24/10/1997,2849,-0.002769031
27/10/1997,2769.600098,-0.028265115
28/10/1997,2651.300049,-0.043652837
29/10/1997,2818,0.060977309
